Name, Name 2nd, JaccardVertex, JaccardEdge, GED, KLD
SchemEx-2014-0,SchemEx-2014-1,0.67885005,null,0.0,0.027605567
SchemEx-2014-1,SchemEx-2014-2,0.6794697,null,0.0,0.19718775
SchemEx-2014-2,SchemEx-2014-3,0.68453777,null,0.0,0.27182987
SchemEx-2014-3,SchemEx-2014-4,0.74245787,null,0.0,0.22651142
SchemEx-2014-4,SchemEx-2014-5,0.750393,null,0.0,0.29840812
SchemEx-2014-5,SchemEx-2014-6,0.68545127,null,0.0,0.26693863
SchemEx-2014-6,SchemEx-2014-7,0.682101,null,0.0,0.19904521
SchemEx-2014-7,SchemEx-2014-8,0.6785696,null,0.0,0.19660565
SchemEx-2014-8,SchemEx-2014-9,0.68559754,null,0.0,0.19772294
SchemEx-2014-9,SchemEx-2014-10,0.99842507,null,7353003.0,1.1438916
SchemEx-2014-10,SchemEx-2014-11,0.9987618,null,7353003.0,0.16678365
SchemEx-2014-11,SchemEx-2014-12,0.99872535,null,7425217.0,1.0365124
SchemEx-2014-12,SchemEx-2014-13,0.61042744,null,5560106.0,0.8717885
SchemEx-2014-13,SchemEx-2014-14,0.7428327,null,5824029.0,1.0777355
SchemEx-2014-14,SchemEx-2014-15,0.9979413,null,6578534.0,0.272226
SchemEx-2014-15,SchemEx-2014-16,0.9980736,null,3664727.0,2.1099455
SchemEx-2014-16,SchemEx-2014-17,0.70741063,null,2477753.0,0.77241933
SchemEx-2014-17,SchemEx-2014-18,0.72857773,null,1984775.0,1.0628573
SchemEx-2014-18,SchemEx-2014-19,0.77989644,null,2735549.0,1.237333
SchemEx-2014-19,SchemEx-2014-20,0.60636604,null,1982230.0,1.3433882
SchemEx-2014-20,SchemEx-2014-21,0.5767077,null,1959708.0,0.6470686
SchemEx-2014-21,SchemEx-2014-22,1.0,null,3880510.0,0.0
SchemEx-2014-22,SchemEx-2014-23,1.0,null,7266154.0,0.0
SchemEx-2014-23,SchemEx-2014-24,0.99906033,null,2305258.0,0.18469739
SchemEx-2014-24,SchemEx-2014-25,0.6918566,null,3383799.0,0.10481572
SchemEx-2014-25,SchemEx-2014-26,0.9990227,null,4770434.0,1.9380678
SchemEx-2014-26,SchemEx-2014-27,0.9990439,null,7318657.0,0.16564733
SchemEx-2014-27,SchemEx-2014-28,0.73769057,null,0.0,1.9703368
SchemEx-2014-28,SchemEx-2014-29,0.6913773,null,0.0,0.12335548
SchemEx-2014-29,SchemEx-2014-30,0.736853,null,0.0,0.31631032
SchemEx-2014-30,SchemEx-2014-31,0.7234607,null,0.0,0.23305728
SchemEx-2014-31,SchemEx-2014-32,0.9984808,null,7182085.0,0.9012762
SchemEx-2014-32,SchemEx-2014-33,0.22225052,null,1145129.0,0.105466194
SchemEx-2014-33,SchemEx-2014-34,0.9984649,null,7379390.0,0.20279169
SchemEx-2014-34,SchemEx-2014-35,0.6796484,null,0.0,0.052374594
SchemEx-2014-35,SchemEx-2014-36,0.9981017,null,6915532.0,1.1732272
SchemEx-2014-36,SchemEx-2014-37,0.9981589,null,6915532.0,0.16318682
SchemEx-2014-37,SchemEx-2014-38,0.70110685,null,0.0,0.12980044
SchemEx-2014-38,SchemEx-2014-39,0.7248874,null,0.0,0.25907508
SchemEx-2014-39,SchemEx-2014-40,0.70910716,null,0.0,0.20225465
SchemEx-2014-40,SchemEx-2014-41,0.74146676,null,0.0,2.895474
SchemEx-2014-41,SchemEx-2014-42,0.7423084,null,0.0,15.180418
SchemEx-2014-42,SchemEx-2014-43,0.6882875,null,0.0,0.037638534
SchemEx-2014-43,SchemEx-2014-44,0.87626374,null,0.0,4.3200564
SchemEx-2014-44,SchemEx-2014-45,0.87373936,null,0.0,48.781094
SchemEx-2014-45,SchemEx-2014-46,0.6850691,null,0.0,0.9134966
SchemEx-2014-46,SchemEx-2014-47,0.6943313,null,0.0,1.0379603
SchemEx-2014-47,SchemEx-2014-48,0.9978644,null,6280056.0,1.3190447
SchemEx-2014-48,SchemEx-2014-49,0.3086744,null,1460516.0,0.08501689
SchemEx-2014-49,SchemEx-2014-50,0.99777764,null,6353204.0,0.14628
