Name, Name 2nd, JaccardVertex, JaccardEdge, GED, KLD
AC-2016-0,AC-2016-1,0.1563639,null,106891.0,0.7880054
AC-2016-1,AC-2016-2,0.1815834,null,298754.0,1.0284846
AC-2016-2,AC-2016-3,0.2336387,null,323716.0,0.7333519
AC-2016-3,AC-2016-4,0.14088827,null,115232.0,0.09175485
AC-2016-4,AC-2016-5,0.201742,null,282296.0,0.14623109
AC-2016-5,AC-2016-6,0.09490311,null,77290.0,0.14506122
AC-2016-6,AC-2016-7,0.20252627,null,267604.0,0.1619734
AC-2016-7,AC-2016-8,0.14363277,null,117090.0,0.3176865
AC-2016-8,AC-2016-9,0.22499216,null,366019.0,0.17673165
AC-2016-9,AC-2016-10,0.25461072,null,280933.0,0.28073412
AC-2016-10,AC-2016-11,0.24888259,null,273380.0,0.19131723
AC-2016-11,AC-2016-12,0.28583485,null,309882.0,0.072470345
AC-2016-12,AC-2016-13,1.0,null,1227149.0,0.0
AC-2016-13,AC-2016-14,1.0,null,1328400.0,0.0
AC-2016-14,AC-2016-15,0.3805403,null,628438.0,0.63544875
AC-2016-15,AC-2016-16,0.24527967,null,280588.0,0.052261468
AC-2016-16,AC-2016-17,0.30841768,null,361379.0,0.2574696
AC-2016-17,AC-2016-18,0.21142131,null,241320.0,0.15288588
AC-2016-18,AC-2016-19,0.18921018,null,264481.0,0.9928967
AC-2016-19,AC-2016-20,0.27613467,null,385257.0,0.967686
AC-2016-20,AC-2016-21,0.2910629,null,416884.0,0.39781916
AC-2016-21,AC-2016-22,0.31716597,null,446846.0,0.3278626
AC-2016-22,AC-2016-23,0.26018232,null,405015.0,0.39179018
AC-2016-23,AC-2016-24,0.32500738,null,505738.0,0.8734309
AC-2016-24,AC-2016-25,0.19063681,null,240317.0,0.18891385
AC-2016-25,AC-2016-26,0.2656104,null,450223.0,0.14309809
AC-2016-26,AC-2016-27,0.37540925,null,539211.0,0.43725467
AC-2016-27,AC-2016-28,0.42782354,null,594197.0,0.3478315
AC-2016-28,AC-2016-29,0.32870835,null,509069.0,0.36978197
AC-2016-29,AC-2016-30,0.30650198,null,404600.0,0.1443144
AC-2016-30,AC-2016-31,0.29427117,null,557116.0,1.1590501
AC-2016-31,AC-2016-32,0.31503028,null,415817.0,0.3259286
AC-2016-32,AC-2016-33,0.22699744,null,356590.0,0.7487295
AC-2016-33,AC-2016-34,0.3009799,null,377731.0,0.7716309
AC-2016-34,AC-2016-35,0.32736146,null,419625.0,0.16233459
AC-2016-35,AC-2016-36,0.20366144,null,267043.0,0.16149312
AC-2016-36,AC-2016-37,0.23031723,null,295683.0,0.17037496
AC-2016-37,AC-2016-38,0.28666568,null,543483.0,0.23842956
AC-2016-38,AC-2016-39,0.4947778,null,690059.0,0.30500445
AC-2016-39,AC-2016-40,0.52444565,null,689401.0,1.2567427
AC-2016-40,AC-2016-41,0.18284023,null,306324.0,0.081156045
AC-2016-41,null,1.0,null,1720705.0,0.0
