Name, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
SchemEx-2014-0,12161.0,154.08955,0.0,0.0,0,0
SchemEx-2014-1,12563.0,140.97055,0.0,0.0,0,0
SchemEx-2014-2,12638.0,147.25455,0.0,0.0,0,0
SchemEx-2014-3,12536.0,148.50128,0.0,0.0,0,0
SchemEx-2014-4,7889.0,230.63266,0.0,0.0,0,0
SchemEx-2014-5,11986.0,150.85182,0.0,0.0,0,0
SchemEx-2014-6,12717.0,174.57388,0.0,0.0,0,0
SchemEx-2014-7,13127.0,156.52869,0.0,0.0,0,0
SchemEx-2014-8,12703.0,148.283,0.0,0.0,0,0
SchemEx-2014-9,11737.0,154.72626,0.0,0.0,0,0
SchemEx-2014-10,362840.0,27.259043,9.615247,594782.0,0,0
SchemEx-2014-11,6699.0,251.02284,0.0,0.0,0,0
SchemEx-2014-12,374283.0,26.77876,9.404603,594776.7,0,0
SchemEx-2014-13,313051.0,29.793404,5.4483104,187105.8,0,0
SchemEx-2014-14,291742.0,33.160885,10.754814,594010.5,0,0
SchemEx-2014-15,12960.0,138.349,0.0,0.0,0,0
SchemEx-2014-16,312618.0,30.354826,5.346269,175784.95,0,0
SchemEx-2014-17,223455.0,39.494408,5.9642344,211054.56,0,0
SchemEx-2014-18,187948.0,45.49259,6.45743,234867.11,0,0
SchemEx-2014-19,290163.0,28.321526,5.387844,162901.52,0,0
SchemEx-2014-20,275258.0,33.046318,5.8234167,180821.6,0,0
SchemEx-2014-21,318995.0,28.03928,5.565291,197420.53,0,0
SchemEx-2014-22,0.0,0,0,0.0,0,0
SchemEx-2014-23,373210.0,28.243073,9.217365,560286.2,0,0
SchemEx-2014-24,6003.0,125.632515,441.51492,453743.47,0,0
SchemEx-2014-25,5820.0,154.48178,476.761,452280.4,0,0
SchemEx-2014-26,373153.0,28.293478,9.289023,576432.0,0,0
SchemEx-2014-27,5818.0,120.425575,0.0,0.0,0,0
SchemEx-2014-28,12974.0,135.18344,0.0,0.0,0,0
SchemEx-2014-29,12993.0,144.98683,0.0,0.0,0,0
SchemEx-2014-30,11483.0,211.0938,0.0,0.0,0,0
SchemEx-2014-31,13084.0,162.86748,0.0,0.0,0,0
SchemEx-2014-32,366632.0,25.762056,9.277218,561916.2,0,0
SchemEx-2014-33,373774.0,27.458488,9.353917,580701.9,0,0
SchemEx-2014-34,12463.0,119.66011,0.0,0.0,0,0
SchemEx-2014-35,13371.0,115.46287,0.0,0.0,0,0
SchemEx-2014-36,317025.0,33.19959,10.389194,624501.75,0,0
SchemEx-2014-37,12723.0,152.53163,0.0,0.0,0,0
SchemEx-2014-38,14620.0,127.43844,0.0,0.0,0,0
SchemEx-2014-39,9435.0,136.21654,0.0,0.0,0,0
SchemEx-2014-40,13712.0,124.76334,0.0,0.0,0,0
SchemEx-2014-41,6383.0,50.748394,0.0,0.0,0,0
SchemEx-2014-42,13525.0,127.188614,0.0,0.0,0,0
SchemEx-2014-43,13230.0,125.14875,0.0,0.0,0,0
SchemEx-2014-44,2109.0,75.06544,0.0,0.0,0,0
SchemEx-2014-45,12297.0,139.40945,0.0,0.0,0,0
SchemEx-2014-46,12450.0,152.90747,0.0,0.0,0,0
SchemEx-2014-47,12863.0,132.24396,0.0,0.0,0,0
SchemEx-2014-48,273852.0,32.998947,10.948574,571590.1,0,0
SchemEx-2014-49,276047.0,33.975952,10.989774,581346.25,0,0
SchemEx-2014-50,13030.0,134.8964,0.0,0.0,0,0
