Name, Name 2nd, JaccardVertex, JaccardEdge, GED, KLD
SchemEx-2018-0,SchemEx-2018-1,0.36502904,null,1111820.0,0.14522153
SchemEx-2018-1,SchemEx-2018-2,0.39055932,null,1173163.0,0.12855875
SchemEx-2018-2,SchemEx-2018-3,0.5482553,null,1583442.0,0.16413997
SchemEx-2018-3,SchemEx-2018-4,0.5273141,null,1309753.0,0.47778213
SchemEx-2018-4,SchemEx-2018-5,0.30038637,null,861942.0,0.5584836
SchemEx-2018-5,SchemEx-2018-6,0.12068981,null,600617.0,0.23265067
SchemEx-2018-6,SchemEx-2018-7,0.5022061,null,1308036.0,0.27935046
SchemEx-2018-7,SchemEx-2018-8,0.5036088,null,1202828.0,0.10775245
SchemEx-2018-8,SchemEx-2018-9,0.25117338,null,667946.0,0.11334463
SchemEx-2018-9,SchemEx-2018-10,0.30389243,null,772288.0,0.15710604
SchemEx-2018-10,SchemEx-2018-11,0.45157492,null,1084537.0,0.098696634
SchemEx-2018-11,SchemEx-2018-12,0.13338912,null,370708.0,0.17894723
SchemEx-2018-12,SchemEx-2018-13,0.38028914,null,916204.0,0.2839933
SchemEx-2018-13,SchemEx-2018-14,0.4862296,null,1067334.0,0.15288803
SchemEx-2018-14,SchemEx-2018-15,0.48831284,null,1057035.0,0.13154653
SchemEx-2018-15,SchemEx-2018-16,0.22814715,null,775950.0,0.4797816
SchemEx-2018-16,SchemEx-2018-17,0.35173154,null,965911.0,0.069378905
SchemEx-2018-17,SchemEx-2018-18,0.32725447,null,756967.0,0.078327306
SchemEx-2018-18,SchemEx-2018-19,0.26377958,null,725151.0,0.07281502
SchemEx-2018-19,SchemEx-2018-20,0.34541315,null,1020292.0,0.4405682
SchemEx-2018-20,SchemEx-2018-21,0.24987096,null,807264.0,0.17121476
SchemEx-2018-21,SchemEx-2018-22,0.33271712,null,782208.0,0.049056146
SchemEx-2018-22,SchemEx-2018-23,0.22042984,null,655112.0,0.06343151
SchemEx-2018-23,SchemEx-2018-24,0.5035577,null,1419492.0,0.085942
SchemEx-2018-24,SchemEx-2018-25,0.55018747,null,1648584.0,0.084
SchemEx-2018-25,SchemEx-2018-26,0.46474874,null,1579226.0,0.6987152
SchemEx-2018-26,SchemEx-2018-27,0.3421225,null,1063230.0,0.91926193
SchemEx-2018-27,SchemEx-2018-28,0.3911935,null,1227703.0,0.39678884
SchemEx-2018-28,SchemEx-2018-29,0.5539565,null,1632444.0,0.13954711
SchemEx-2018-29,SchemEx-2018-30,0.46853012,null,1315531.0,0.23984303
SchemEx-2018-30,SchemEx-2018-31,0.41578203,null,1070065.0,0.2658991
SchemEx-2018-31,SchemEx-2018-32,0.5090052,null,1156440.0,0.07170554
SchemEx-2018-32,SchemEx-2018-33,0.41613668,null,935445.0,0.06975789
SchemEx-2018-33,SchemEx-2018-34,0.5864981,null,1560476.0,0.2949008
SchemEx-2018-34,SchemEx-2018-35,0.19640589,null,600023.0,0.10144595
SchemEx-2018-35,SchemEx-2018-36,0.3289867,null,815679.0,0.10742617
SchemEx-2018-36,SchemEx-2018-37,0.3166318,null,1230584.0,0.1988861
SchemEx-2018-37,SchemEx-2018-38,0.2985512,null,1158474.0,0.11390733
SchemEx-2018-38,SchemEx-2018-39,0.45237327,null,1457002.0,0.39454344
SchemEx-2018-39,SchemEx-2018-40,0.5669091,null,1610688.0,0.3942421
SchemEx-2018-40,SchemEx-2018-41,1.0,null,1940075.0,0.0
SchemEx-2018-41,SchemEx-2018-42,NaN,null,1408114.0,0.0
SchemEx-2018-42,SchemEx-2018-43,1.0,null,3082413.0,0.0
SchemEx-2018-43,SchemEx-2018-44,0.4737835,null,1332445.0,0.5017842
SchemEx-2018-44,SchemEx-2018-45,1.0,null,3051252.0,0.0
SchemEx-2018-45,SchemEx-2018-46,1.0,null,2747289.0,0.0
SchemEx-2018-46,SchemEx-2018-47,0.3160308,null,869909.0,0.19857271
SchemEx-2018-47,SchemEx-2018-48,0.230982,null,933830.0,1.049119
SchemEx-2018-48,SchemEx-2018-49,0.667313,null,2055459.0,0.17986909
SchemEx-2018-49,SchemEx-2018-50,0.51196456,null,1558828.0,0.41594616
SchemEx-2018-50,SchemEx-2018-51,0.19865185,null,683969.0,0.053685904
