Name, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
AC-2017-0,68088.0,106.81618,12.179488,414667.25,0,0
AC-2017-1,67456.0,108.13188,12.113645,408599.62,0,0
AC-2017-2,73160.0,107.37925,12.114134,443163.16,0,0
AC-2017-3,60278.0,113.44726,12.83027,386723.6,0,0
AC-2017-4,57201.0,121.08729,13.253283,379084.12,0,0
AC-2017-5,0.0,0,Infinity,213429.27,0,0
AC-2017-6,60780.0,113.709045,12.309246,374089.62,0,0
AC-2017-7,60532.0,102.631714,13.093537,396299.75,0,0
AC-2017-8,61553.0,100.30642,12.9755335,399351.88,0,0
AC-2017-9,61737.0,120.77239,13.037692,402465.72,0,0
AC-2017-10,59664.0,124.83407,12.729167,379749.34,0,0
AC-2017-11,56127.0,127.4018,13.192741,370246.1,0,0
AC-2017-12,59740.0,120.283714,12.909508,385615.62,0,0
AC-2017-13,53669.0,134.28502,13.578826,364390.47,0,0
AC-2017-14,61554.0,115.179565,13.008123,400359.7,0,0
AC-2017-15,60026.0,115.98736,12.946839,388584.53,0,0
AC-2017-16,59633.0,102.33361,13.139486,391784.1,0,0
AC-2017-17,59415.0,108.22991,13.066885,388194.34,0,0
AC-2017-18,59445.0,109.035324,13.077635,388710.0,0,0
AC-2017-19,57902.0,106.41565,12.470104,361030.72,0,0
AC-2017-20,54616.0,107.86145,13.618262,371896.56,0,0
AC-2017-21,59153.0,98.42378,13.115328,387915.28,0,0
AC-2017-22,59810.0,99.076294,13.120248,392371.38,0,0
AC-2017-23,60107.0,97.61653,12.919078,388272.75,0,0
AC-2017-24,59029.0,98.13149,13.138712,387794.4,0,0
AC-2017-25,58917.0,97.81664,13.12319,386598.6,0,0
AC-2017-26,48294.0,90.489525,12.016399,290170.75,0,0
AC-2017-27,60464.0,99.752266,13.143474,397364.47,0,0
AC-2017-28,59635.0,100.15791,13.0485115,389087.28,0,0
AC-2017-29,55280.0,111.44577,13.553907,374643.84,0,0
AC-2017-30,55010.0,114.616905,13.75459,378334.97,0,0
AC-2017-31,41560.0,106.88908,12.456425,258858.94,0,0
AC-2017-32,37995.0,117.51507,14.951994,284064.62,0,0
AC-2017-33,51730.0,125.47375,11.786043,304862.03,0,0
AC-2017-34,55844.0,114.33062,13.367255,373252.12,0,0
AC-2017-35,54839.0,118.01831,13.442295,368596.12,0,0
AC-2017-36,54259.0,117.83922,13.610829,369265.72,0,0
AC-2017-37,55707.0,127.35175,13.410469,373541.7,0,0
AC-2017-38,56692.0,120.033195,13.322815,377661.56,0,0
AC-2017-39,55114.0,124.49109,13.354357,368019.7,0,0
AC-2017-40,57504.0,117.77882,13.302222,382480.47,0,0
AC-2017-41,57372.0,118.98232,13.286464,381149.28,0,0
AC-2017-42,59066.0,118.34597,13.603071,401756.06,0,0
AC-2017-43,48829.0,120.45031,13.424788,327772.38,0,0
AC-2017-44,51125.0,127.28554,13.590709,347427.53,0,0
AC-2017-45,51894.0,113.96504,13.764655,357167.34,0,0
AC-2017-46,53189.0,113.551765,13.917257,370136.1,0,0
AC-2017-47,52911.0,127.833855,13.919053,368252.62,0,0
AC-2017-48,53078.0,118.84583,13.985191,371166.7,0,0
AC-2017-49,53266.0,112.76413,14.023374,373502.7,0,0
AC-2017-50,53192.0,123.91012,14.021827,372942.38,0,0
AC-2017-0,68088.0,106.81618,12.179488,414667.25,0,0
AC-2017-1,67456.0,108.13188,12.113645,408599.62,0,0
AC-2017-2,73160.0,107.37925,12.114134,443163.16,0,0
AC-2017-3,60278.0,113.44726,12.83027,386723.6,0,0
AC-2017-4,57201.0,121.08729,13.253283,379084.12,0,0
AC-2017-5,0.0,0,Infinity,213429.27,0,0
AC-2017-6,60780.0,113.709045,12.309246,374089.62,0,0
AC-2017-7,60532.0,102.631714,13.093537,396299.75,0,0
AC-2017-8,61553.0,100.30642,12.9755335,399351.88,0,0
AC-2017-9,61737.0,120.77239,13.037692,402465.72,0,0
AC-2017-10,59664.0,124.83407,12.729167,379749.34,0,0
AC-2017-11,56127.0,127.4018,13.192741,370246.1,0,0
AC-2017-12,59740.0,120.283714,12.909508,385615.62,0,0
AC-2017-13,53669.0,134.28502,13.578826,364390.47,0,0
AC-2017-14,61554.0,115.179565,13.008123,400359.7,0,0
AC-2017-15,60026.0,115.98736,12.946839,388584.53,0,0
AC-2017-16,59633.0,102.33361,13.139486,391784.1,0,0
AC-2017-17,59415.0,108.22991,13.066885,388194.34,0,0
AC-2017-18,59445.0,109.035324,13.077635,388710.0,0,0
AC-2017-19,57902.0,106.41565,12.470104,361030.72,0,0
AC-2017-20,54616.0,107.86145,13.618262,371896.56,0,0
AC-2017-21,59153.0,98.42378,13.115328,387915.28,0,0
AC-2017-22,59810.0,99.076294,13.120248,392371.38,0,0
AC-2017-23,60107.0,97.61653,12.919078,388272.75,0,0
AC-2017-24,59029.0,98.13149,13.138712,387794.4,0,0
AC-2017-25,58917.0,97.81664,13.12319,386598.6,0,0
AC-2017-26,48294.0,90.489525,12.016399,290170.75,0,0
AC-2017-27,60464.0,99.752266,13.143474,397364.47,0,0
AC-2017-28,59635.0,100.15791,13.0485115,389087.28,0,0
AC-2017-29,55280.0,111.44577,13.553907,374643.84,0,0
AC-2017-30,55010.0,114.616905,13.75459,378334.97,0,0
AC-2017-31,41560.0,106.88908,12.456425,258858.94,0,0
AC-2017-32,37995.0,117.51507,14.951994,284064.62,0,0
AC-2017-33,51730.0,125.47375,11.786043,304862.03,0,0
AC-2017-34,55844.0,114.33062,13.367255,373252.12,0,0
AC-2017-35,54839.0,118.01831,13.442295,368596.12,0,0
AC-2017-36,54259.0,117.83922,13.610829,369265.72,0,0
AC-2017-37,55707.0,127.35175,13.410469,373541.7,0,0
AC-2017-38,56692.0,120.033195,13.322815,377661.56,0,0
AC-2017-39,55114.0,124.49109,13.354357,368019.7,0,0
AC-2017-40,57504.0,117.77882,13.302222,382480.47,0,0
AC-2017-41,57372.0,118.98232,13.286464,381149.28,0,0
AC-2017-42,59066.0,118.34597,13.603071,401756.06,0,0
AC-2017-43,48829.0,120.45031,13.424788,327772.38,0,0
AC-2017-44,51125.0,127.28554,13.590709,347427.53,0,0
AC-2017-45,51894.0,113.96504,13.764655,357167.34,0,0
AC-2017-46,53189.0,113.551765,13.917257,370136.1,0,0
AC-2017-47,52911.0,127.833855,13.919053,368252.62,0,0
AC-2017-48,53078.0,118.84583,13.985191,371166.7,0,0
AC-2017-49,53266.0,112.76413,14.023374,373502.7,0,0
AC-2017-50,53192.0,123.91012,14.021827,372942.38,0,0
AC-2017-0,68088.0,106.81618,12.179488,414667.25,0,0
AC-2017-1,67456.0,108.13188,12.113645,408599.62,0,0
AC-2017-2,73160.0,107.37925,12.114134,443163.16,0,0
AC-2017-3,60278.0,113.44726,12.83027,386723.6,0,0
