Name, Graph Creation, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
SchemEx-2017-0,19552,0,16,0,138,null
SchemEx-2017-1,38254,0,10,0,115,null
SchemEx-2017-2,56579,0,6,0,57,null
SchemEx-2017-3,75007,0,5,0,46,null
SchemEx-2017-4,92533,0,5,0,54,null
SchemEx-2017-5,109325,0,4,0,41,null
SchemEx-2017-6,126116,0,4,0,37,null
SchemEx-2017-7,143937,0,4,0,39,null
SchemEx-2017-8,165333,0,4,0,59,null
SchemEx-2017-9,183023,0,4,0,54,null
SchemEx-2017-10,198519,0,3,0,46,null
SchemEx-2017-11,215657,0,3,0,48,null
SchemEx-2017-12,235948,0,4,0,41,null
SchemEx-2017-13,255648,0,4,0,42,null
SchemEx-2017-14,276511,0,5,0,64,null
SchemEx-2017-15,297564,0,4,0,60,null
SchemEx-2017-16,314855,0,4,0,62,null
SchemEx-2017-17,333293,0,6,0,57,null
SchemEx-2017-18,353303,0,6,0,65,null
SchemEx-2017-19,369558,0,6,0,74,null
SchemEx-2017-20,386911,0,7,0,56,null
SchemEx-2017-21,404833,0,5,0,40,null
SchemEx-2017-22,422404,0,7,0,65,null
SchemEx-2017-23,442046,0,7,0,76,null
SchemEx-2017-24,460070,0,6,0,54,null
SchemEx-2017-25,477897,0,6,0,62,null
SchemEx-2017-26,492324,0,5,0,30,null
SchemEx-2017-27,509327,0,7,0,74,null
SchemEx-2017-28,529200,0,6,0,40,null
SchemEx-2017-29,545602,0,5,0,46,null
SchemEx-2017-30,564488,0,6,0,63,null
SchemEx-2017-31,576923,0,4,0,29,null
SchemEx-2017-32,587586,0,3,0,13,null
SchemEx-2017-33,603996,0,5,0,39,null
SchemEx-2017-34,620681,0,5,0,49,null
SchemEx-2017-35,638817,0,4,0,52,null
SchemEx-2017-36,655239,0,6,0,42,null
SchemEx-2017-37,671539,0,5,0,51,null
SchemEx-2017-38,688506,0,5,0,58,null
SchemEx-2017-39,705684,0,5,0,47,null
SchemEx-2017-40,723825,0,6,0,65,null
SchemEx-2017-41,743240,0,6,0,47,null
SchemEx-2017-42,760977,0,4,0,56,null
SchemEx-2017-43,776765,0,4,0,31,null
SchemEx-2017-44,794216,0,4,0,44,null
SchemEx-2017-45,811600,1,3,0,54,null
SchemEx-2017-46,831279,0,4,0,46,null
SchemEx-2017-47,847720,0,3,0,44,null
SchemEx-2017-48,865620,0,4,0,36,null
SchemEx-2017-49,883523,0,4,0,43,null
SchemEx-2017-50,900832,0,4,0,41,null
SchemEx-2017-51,920521,0,3,0,63,null
