Name, Graph Creation, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
AC-2015-0,46790,0,9,1,38,null
AC-2015-1,92717,0,4,0,14,null
AC-2015-2,134853,0,2,0,14,null
AC-2015-3,176987,0,5,0,15,null
AC-2015-4,220948,0,4,0,10,null
AC-2015-5,266613,0,2,0,10,null
AC-2015-6,312130,0,2,0,10,null
AC-2015-7,347475,0,3,0,10,null
AC-2015-8,383095,0,3,0,8,null
AC-2015-9,418690,0,3,0,13,null
AC-2015-10,446580,0,1,0,8,null
AC-2015-11,483629,0,3,0,10,null
AC-2015-12,519536,0,3,0,11,null
AC-2015-13,552681,0,2,0,11,null
AC-2015-14,586959,0,2,0,8,null
AC-2015-15,623199,0,2,0,9,null
AC-2015-16,660921,0,3,0,9,null
AC-2015-17,700645,0,2,0,10,null
AC-2015-18,736837,0,2,0,9,null
AC-2015-19,777404,0,2,0,10,null
AC-2015-20,817331,0,2,0,10,null
AC-2015-21,852097,0,2,0,9,null
AC-2015-22,888285,0,2,0,7,null
AC-2015-23,925006,0,2,0,7,null
AC-2015-24,961229,1,2,0,9,null
AC-2015-25,996847,0,2,0,8,null
AC-2015-26,1037290,0,2,0,13,null
AC-2015-27,1068029,0,2,0,7,null
AC-2015-28,1109926,0,2,0,11,null
AC-2015-29,1139321,0,2,0,10,null
AC-2015-30,1170651,0,3,0,10,null
AC-2015-31,1208086,0,3,0,19,null
AC-2015-32,1245333,0,2,0,11,null
AC-2015-33,1283241,0,2,0,11,null
AC-2015-34,1338242,0,2,0,13,null
AC-2015-35,1394763,0,3,0,10,null
AC-2015-36,1450498,0,3,0,15,null
AC-2015-37,1509741,0,3,0,10,null
AC-2015-38,1553856,0,3,0,12,null
AC-2015-39,1599395,0,3,0,10,null
AC-2015-40,1655368,1,1,0,10,null
AC-2015-41,1710368,0,2,0,7,null
AC-2015-42,1751282,0,2,0,8,null
AC-2015-43,1793267,0,3,0,13,null
AC-2015-44,1850071,0,2,0,13,null
AC-2015-45,1906119,0,3,0,10,null
AC-2015-46,1964615,0,3,0,12,null
AC-2015-47,2013959,0,1,0,11,null
AC-2015-48,2050940,0,1,0,8,null
AC-2015-49,2104959,0,1,0,6,null
AC-2015-50,2137149,0,1,0,5,null
AC-2015-0,14355,0,10,0,45,null
AC-2015-1,29425,0,4,0,16,null
AC-2015-2,43011,0,3,0,10,null
AC-2015-3,55917,0,4,0,15,null
AC-2015-4,70795,0,3,0,15,null
AC-2015-5,85722,0,2,0,15,null
AC-2015-6,100125,0,2,0,11,null
AC-2015-7,112929,0,2,0,9,null
AC-2015-8,125510,0,2,0,12,null
AC-2015-9,138077,0,2,0,7,null
AC-2015-10,148136,0,2,0,5,null
AC-2015-11,162000,0,2,0,8,null
AC-2015-12,177902,0,2,0,10,null
AC-2015-13,192910,0,2,0,9,null
AC-2015-14,207232,0,2,0,9,null
AC-2015-15,221761,0,2,0,7,null
AC-2015-16,237099,0,2,0,8,null
AC-2015-17,253954,0,2,0,10,null
AC-2015-18,267978,0,2,0,8,null
AC-2015-19,284557,0,1,0,7,null
AC-2015-20,300540,0,2,0,7,null
AC-2015-21,314547,0,2,0,10,null
AC-2015-22,327952,0,2,0,9,null
AC-2015-23,342452,0,2,0,7,null
AC-2015-24,355554,0,2,0,8,null
AC-2015-25,369209,0,2,0,7,null
AC-2015-26,384686,0,1,0,8,null
AC-2015-27,395449,0,2,0,6,null
AC-2015-28,411105,0,2,0,8,null
AC-2015-29,421316,0,2,0,7,null
AC-2015-30,432183,0,1,0,6,null
AC-2015-31,445298,0,2,0,7,null
AC-2015-32,458368,0,2,0,8,null
AC-2015-33,471931,0,2,0,10,null
AC-2015-34,483643,0,2,0,9,null
AC-2015-35,497111,0,1,0,13,null
AC-2015-36,510204,0,2,0,9,null
AC-2015-37,523111,0,2,0,13,null
AC-2015-38,535859,0,3,0,12,null
AC-2015-39,548805,0,2,0,13,null
AC-2015-40,562570,0,3,0,13,null
AC-2015-41,575079,0,3,0,10,null
AC-2015-42,587137,0,2,0,13,null
AC-2015-43,598926,0,2,0,9,null
AC-2015-44,612301,0,2,0,12,null
AC-2015-45,623703,0,2,0,12,null
AC-2015-46,635041,0,2,0,14,null
AC-2015-47,646747,0,2,0,10,null
AC-2015-48,658136,0,2,0,10,null
AC-2015-49,668547,0,2,0,11,null
AC-2015-50,678383,0,2,0,11,null
AC-2015-0,56819,0,8,0,43,null
AC-2015-1,99938,0,3,0,15,null
AC-2015-2,126909,0,4,0,11,null
AC-2015-3,200387,0,3,0,12,null
AC-2015-4,290335,0,3,0,13,null
AC-2015-5,395500,0,3,0,13,null
AC-2015-6,516958,0,2,0,9,null
AC-2015-7,607197,0,2,0,7,null
AC-2015-8,699769,0,1,0,6,null
AC-2015-9,805717,0,1,0,7,null
AC-2015-10,888001,0,1,0,5,null
AC-2015-11,984629,0,2,0,6,null
AC-2015-12,1080453,0,2,0,6,null
AC-2015-13,1170219,0,1,0,5,null
AC-2015-14,1261055,0,1,0,6,null
AC-2015-15,1351615,0,1,0,6,null
AC-2015-16,1447641,0,1,0,8,null
AC-2015-17,1556868,0,1,0,7,null
AC-2015-18,1663401,0,1,0,8,null
AC-2015-19,1767826,0,1,0,6,null
AC-2015-20,1864365,0,2,0,6,null
AC-2015-21,1958485,0,1,0,7,null
AC-2015-22,2051865,0,1,0,7,null
AC-2015-23,2147629,0,1,0,7,null
AC-2015-24,2240965,0,1,0,6,null
AC-2015-25,2328032,0,1,0,6,null
AC-2015-26,2444905,0,1,0,7,null
AC-2015-27,2519205,0,1,0,4,null
AC-2015-28,2621890,0,2,0,7,null
AC-2015-29,2695072,0,1,0,5,null
AC-2015-30,2768144,0,1,0,6,null
AC-2015-31,2852362,0,1,0,6,null
AC-2015-32,2933596,0,2,0,8,null
AC-2015-33,3014746,0,2,0,12,null
AC-2015-34,3095583,0,2,0,6,null
AC-2015-35,3189229,0,1,0,7,null
AC-2015-36,3283184,0,1,0,6,null
AC-2015-37,3385579,0,1,0,7,null
AC-2015-38,3464841,0,1,0,5,null
AC-2015-39,3709674,0,1,0,6,null
AC-2015-40,4369083,0,1,0,7,null
AC-2015-41,4394006,0,1,0,6,null
AC-2015-42,4411004,0,1,0,5,null
AC-2015-43,4424106,0,2,0,6,null
AC-2015-44,4438896,0,1,0,7,null
AC-2015-45,4453637,0,1,0,6,null
AC-2015-46,4477119,0,1,0,6,null
AC-2015-47,4504539,0,1,0,7,null
AC-2015-48,4524440,0,1,0,7,null
AC-2015-49,4538361,0,2,0,6,null
AC-2015-50,4554949,0,1,0,6,null
