Name, Graph Creation, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
SchemEx-2018-0,39140,0,17,0,116,null
SchemEx-2018-1,80919,0,10,0,118,null
SchemEx-2018-2,121393,0,3,0,46,null
SchemEx-2018-3,164536,0,4,0,51,null
SchemEx-2018-4,203495,0,4,0,53,null
SchemEx-2018-5,243604,0,3,0,70,null
SchemEx-2018-6,287610,0,3,0,58,null
SchemEx-2018-7,325498,0,3,0,33,null
SchemEx-2018-8,365826,0,4,0,50,null
SchemEx-2018-9,405455,0,3,0,47,null
SchemEx-2018-10,446844,0,3,0,50,null
SchemEx-2018-11,484356,0,4,0,51,null
SchemEx-2018-12,522561,0,2,0,50,null
SchemEx-2018-13,563489,0,4,0,63,null
SchemEx-2018-14,603638,0,4,0,45,null
SchemEx-2018-15,644027,0,3,0,66,null
SchemEx-2018-16,683777,0,3,0,44,null
SchemEx-2018-17,725682,0,3,0,70,null
SchemEx-2018-18,765611,0,4,0,56,null
SchemEx-2018-19,807660,0,3,0,54,null
SchemEx-2018-20,851662,0,4,0,38,null
SchemEx-2018-21,894576,0,3,0,58,null
SchemEx-2018-22,937013,0,3,0,55,null
SchemEx-2018-23,978232,0,3,0,41,null
SchemEx-2018-24,1021511,0,4,0,44,null
SchemEx-2018-25,1066674,0,3,0,38,null
SchemEx-2018-26,1113134,0,4,0,47,null
SchemEx-2018-27,1156840,0,4,0,47,null
SchemEx-2018-28,1200127,0,3,0,55,null
SchemEx-2018-29,1244281,0,4,0,45,null
SchemEx-2018-30,1286801,0,4,0,51,null
SchemEx-2018-31,1330872,0,4,0,46,null
SchemEx-2018-32,1373405,0,3,0,33,null
SchemEx-2018-33,1417554,0,3,0,37,null
SchemEx-2018-34,1455914,0,3,0,28,null
SchemEx-2018-35,1497592,0,3,0,42,null
SchemEx-2018-36,1543542,0,3,0,45,null
SchemEx-2018-37,1578284,0,4,0,34,null
SchemEx-2018-38,1620969,0,3,0,39,null
SchemEx-2018-39,1660597,0,3,0,34,null
SchemEx-2018-40,1703170,0,4,0,50,null
SchemEx-2018-41,1725147,0,0,0,20,null
SchemEx-2018-42,1725170,0,0,0,0,null
SchemEx-2018-43,1768854,0,4,0,52,null
SchemEx-2018-44,1812169,0,3,0,40,null
SchemEx-2018-45,1812186,0,0,0,0,null
SchemEx-2018-46,1850875,0,3,0,40,null
SchemEx-2018-47,1894391,0,3,0,50,null
SchemEx-2018-48,1937508,0,4,0,58,null
SchemEx-2018-49,1980740,0,3,0,39,null
SchemEx-2018-50,2021812,0,3,0,26,null
SchemEx-2018-51,2061822,0,2,0,23,null
