Name, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
SchemEx-2020-1,242000.0,24.553,5.9947147,206936.42,0,0
SchemEx-2020-2,237990.0,26.917824,5.8168535,196715.38,0,0
SchemEx-2020-3,212565.0,29.241526,5.4036975,185144.34,0,0
SchemEx-2020-4,226808.0,30.092894,6.5207753,227484.56,0,0
SchemEx-2020-5,227909.0,28.209478,6.1328425,204534.72,0,0
SchemEx-2020-6,230743.0,28.17891,6.0824857,202619.48,0,0
SchemEx-2020-7,234645.0,27.842817,5.971668,198310.4,0,0
SchemEx-2020-8,237967.0,25.666592,6.04583,206252.6,0,0
SchemEx-2020-9,236083.0,26.542187,5.994464,201209.61,0,0
SchemEx-2020-10,243284.0,26.680122,5.9427133,207151.03,0,0
SchemEx-2020-11,237356.0,26.478071,6.0281053,204688.72,0,0
SchemEx-2020-12,232959.0,26.656729,6.3084707,218734.5,0,0
SchemEx-2020-13,228975.0,26.541294,5.8864636,186704.61,0,0
SchemEx-2020-14,234285.0,27.652704,5.8788867,188982.05,0,0
SchemEx-2020-15,230146.0,25.39564,5.907989,183156.27,0,0
SchemEx-2020-16,220490.0,28.60089,6.001311,191887.73,0,0
SchemEx-2020-17,241114.0,25.937151,5.930423,199301.23,0,0
SchemEx-2020-18,238667.0,25.867002,5.7822323,189282.0,0,0
SchemEx-2020-19,257894.0,32.623272,5.8253393,187652.72,0,0
SchemEx-2020-20,261595.0,34.431644,5.7031784,185529.31,0,0
SchemEx-2020-21,261659.0,32.766926,5.784418,196411.97,0,0
SchemEx-2020-22,267816.0,34.416775,5.6402903,187772.03,0,0
SchemEx-2020-23,266088.0,34.05579,5.81446,202018.11,0,0
SchemEx-2020-24,225363.0,29.808523,6.4002123,214580.17,0,0
SchemEx-2020-25,263431.0,34.121376,6.0510874,210796.83,0,0
SchemEx-2020-26,261101.0,34.942696,6.0911756,212801.56,0,0
SchemEx-2020-27,257934.0,34.879597,6.0961485,219118.64,0,0
SchemEx-2020-28,251805.0,35.38643,5.9835706,204392.23,0,0
SchemEx-2020-29,259395.0,35.023647,5.8063145,193611.34,0,0
SchemEx-2020-30,0.0,0,Infinity,146702.44,0,0
SchemEx-2020-31,0.0,0,Infinity,138058.33,0,0
SchemEx-2020-32,0.0,0,Infinity,101497.22,0,0
SchemEx-2020-33,263390.0,33.960865,6.031588,208476.06,0,0
SchemEx-2020-34,263496.0,33.474415,5.875949,195531.95,0,0
SchemEx-2020-35,252248.0,34.33125,5.9272504,194390.36,0,0
SchemEx-2020-36,267763.0,32.54933,5.671452,181986.25,0,0
SchemEx-2020-37,259876.0,32.833714,5.7935476,192968.31,0,0
SchemEx-2020-38,262943.0,33.488556,5.7033043,188192.4,0,0
SchemEx-2020-39,256370.0,35.633507,5.7399616,180355.55,0,0
SchemEx-2020-40,227133.0,24.945354,5.9633913,184969.34,0,0
SchemEx-2020-41,257811.0,35.363804,5.8844347,189608.86,0,0
SchemEx-2020-42,252827.0,36.41496,5.478608,168607.25,0,0
SchemEx-2020-43,255559.0,33.73245,5.8418527,192319.45,0,0
SchemEx-2020-44,247455.0,36.69844,5.6996465,177686.17,0,0
SchemEx-2020-45,254311.0,36.01364,5.473432,167071.17,0,0
SchemEx-2020-46,255074.0,35.787273,5.7044463,180675.44,0,0
SchemEx-2020-47,255219.0,38.34559,5.6571064,179604.03,0,0
SchemEx-2020-48,226778.0,43.587395,6.0275335,162599.86,0,0
SchemEx-2020-49,266337.0,37.635624,5.5671835,179770.8,0,0
SchemEx-2020-50,260965.0,37.59338,5.4752283,172821.48,0,0
