Name, Name 2nd, Graph Creation, JaccardVertex, JaccardEdge, GED, KLD
SchemEx-2017-1,SchemEx-2017-0,30,null,433971,81
SchemEx-2017-2,SchemEx-2017-1,18,null,357812,34
SchemEx-2017-3,SchemEx-2017-2,14,null,359145,38
SchemEx-2017-4,SchemEx-2017-3,13,null,284083,34
SchemEx-2017-5,SchemEx-2017-4,11,null,440878,35
SchemEx-2017-6,SchemEx-2017-5,8,null,319365,54
SchemEx-2017-7,SchemEx-2017-6,37,null,340429,62
SchemEx-2017-8,SchemEx-2017-7,21,null,1162108,39
SchemEx-2017-9,SchemEx-2017-8,12,null,1813195,59
SchemEx-2017-10,SchemEx-2017-9,17,null,1395251,37
SchemEx-2017-11,SchemEx-2017-10,13,null,1369151,35
SchemEx-2017-12,SchemEx-2017-11,9,null,670150,66
SchemEx-2017-13,SchemEx-2017-12,20,null,382180,38
SchemEx-2017-14,SchemEx-2017-13,12,null,1615023,39
SchemEx-2017-15,SchemEx-2017-14,11,null,2620424,63
SchemEx-2017-16,SchemEx-2017-15,16,null,2088061,39
SchemEx-2017-17,SchemEx-2017-16,12,null,1651958,59
SchemEx-2017-18,SchemEx-2017-17,28,null,610435,45
SchemEx-2017-19,SchemEx-2017-18,13,null,1601013,52
SchemEx-2017-20,SchemEx-2017-19,11,null,1613431,37
SchemEx-2017-21,SchemEx-2017-20,14,null,621400,44
SchemEx-2017-22,SchemEx-2017-21,10,null,631563,52
SchemEx-2017-23,SchemEx-2017-22,14,null,1703280,55
SchemEx-2017-24,SchemEx-2017-23,15,null,1199603,40
SchemEx-2017-25,SchemEx-2017-24,9,null,617723,39
SchemEx-2017-26,SchemEx-2017-25,15,null,495439,37
SchemEx-2017-27,SchemEx-2017-26,11,null,448302,34
SchemEx-2017-28,SchemEx-2017-27,10,null,598631,37
SchemEx-2017-29,SchemEx-2017-28,12,null,880017,35
SchemEx-2017-30,SchemEx-2017-29,12,null,1072263,40
SchemEx-2017-31,SchemEx-2017-30,18,null,659264,42
SchemEx-2017-32,SchemEx-2017-31,7,null,111607,24
SchemEx-2017-33,SchemEx-2017-32,7,null,82284,17
SchemEx-2017-34,SchemEx-2017-33,11,null,332172,43
SchemEx-2017-35,SchemEx-2017-34,10,null,812847,42
SchemEx-2017-36,SchemEx-2017-35,11,null,703284,36
SchemEx-2017-37,SchemEx-2017-36,11,null,698889,46
SchemEx-2017-38,SchemEx-2017-37,12,null,1281303,37
SchemEx-2017-39,SchemEx-2017-38,10,null,629737,37
SchemEx-2017-40,SchemEx-2017-39,12,null,861210,40
SchemEx-2017-41,SchemEx-2017-40,11,null,795669,45
SchemEx-2017-42,SchemEx-2017-41,13,null,953007,41
SchemEx-2017-43,SchemEx-2017-42,12,null,721464,38
SchemEx-2017-44,SchemEx-2017-43,10,null,484163,36
SchemEx-2017-45,SchemEx-2017-44,11,null,1018826,38
SchemEx-2017-46,SchemEx-2017-45,11,null,873729,40
SchemEx-2017-47,SchemEx-2017-46,13,null,920649,46
SchemEx-2017-48,SchemEx-2017-47,15,null,633173,34
SchemEx-2017-49,SchemEx-2017-48,13,null,540311,34
SchemEx-2017-50,SchemEx-2017-49,13,null,789527,35
SchemEx-2017-51,SchemEx-2017-50,23,null,911366,45
