Name, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
SchemEx-2017-0,233149.0,31.194223,6.5950484,188336.97,0,0
SchemEx-2017-1,230801.0,31.603598,6.658485,186207.92,0,0
SchemEx-2017-2,239953.0,32.739204,6.7311516,206692.53,0,0
SchemEx-2017-3,229175.0,29.839066,6.4976373,182968.97,0,0
SchemEx-2017-4,223042.0,31.053846,6.611822,182787.66,0,0
SchemEx-2017-5,220887.0,31.282833,6.3926716,181442.64,0,0
SchemEx-2017-6,218704.0,31.600863,6.4150724,178788.08,0,0
SchemEx-2017-7,234239.0,26.52207,6.3447847,181771.5,0,0
SchemEx-2017-8,297428.0,20.758509,5.532166,169586.78,0,0
SchemEx-2017-9,234303.0,31.82257,6.3714166,185930.81,0,0
SchemEx-2017-10,215391.0,34.57693,6.52472,176298.48,0,0
SchemEx-2017-11,237904.0,30.057001,6.0449047,168652.48,0,0
SchemEx-2017-12,237948.0,30.198858,6.1454225,174213.47,0,0
SchemEx-2017-13,237712.0,30.317947,5.9878297,165229.12,0,0
SchemEx-2017-14,281942.0,25.146164,5.6959267,173758.61,0,0
SchemEx-2017-15,246337.0,28.263128,6.0464606,174726.36,0,0
SchemEx-2017-16,255978.0,23.839779,5.9316306,174502.7,0,0
SchemEx-2017-17,239909.0,26.80388,6.143329,175739.75,0,0
SchemEx-2017-18,244767.0,26.480711,6.0714436,173720.22,0,0
SchemEx-2017-19,246598.0,24.986744,5.8208013,171996.05,0,0
SchemEx-2017-20,248780.0,23.6794,5.9173408,170437.52,0,0
SchemEx-2017-21,244311.0,23.830528,6.0874457,174616.08,0,0
SchemEx-2017-22,252419.0,23.475855,5.990524,175078.73,0,0
SchemEx-2017-23,287286.0,20.423706,5.57347,165425.81,0,0
SchemEx-2017-24,238593.0,24.278206,6.1808224,178046.1,0,0
SchemEx-2017-25,244840.0,23.538086,6.0742116,175349.61,0,0
SchemEx-2017-26,181237.0,24.11263,6.2984324,135542.42,0,0
SchemEx-2017-27,248877.0,24.234554,6.1318684,178662.53,0,0
SchemEx-2017-28,233531.0,25.576475,6.296372,175580.6,0,0
SchemEx-2017-29,233612.0,26.372215,5.7988415,208107.36,0,0
SchemEx-2017-30,269216.0,23.420135,5.303329,203447.1,0,0
SchemEx-2017-31,154162.0,28.815798,5.9998574,141326.17,0,0
SchemEx-2017-32,88905.0,50.221943,9.981081,218016.86,0,0
SchemEx-2017-33,235882.0,27.516966,5.195,155701.19,0,0
SchemEx-2017-34,246433.0,25.908365,5.610251,204819.58,0,0
SchemEx-2017-35,224047.0,28.886797,5.9369597,206299.03,0,0
SchemEx-2017-36,248192.0,25.761673,5.5113864,204155.92,0,0
SchemEx-2017-37,230151.0,30.824894,5.839857,209011.44,0,0
SchemEx-2017-38,250518.0,27.16341,5.6412315,198472.62,0,0
SchemEx-2017-39,244619.0,28.048529,5.6042337,192650.83,0,0
SchemEx-2017-40,265153.0,25.542814,5.4897776,200504.42,0,0
SchemEx-2017-41,266518.0,25.612732,5.419045,201584.62,0,0
SchemEx-2017-42,255144.0,27.397171,5.785439,218069.94,0,0
SchemEx-2017-43,219823.0,26.755503,5.495644,165075.16,0,0
SchemEx-2017-44,243595.0,26.7143,5.4824276,177248.11,0,0
SchemEx-2017-45,263723.0,22.425438,5.311691,177561.61,0,0
SchemEx-2017-46,267757.0,22.556662,5.3384037,184448.33,0,0
SchemEx-2017-47,221510.0,30.535006,6.0745654,185603.16,0,0
SchemEx-2017-48,238280.0,26.473484,5.757936,188019.4,0,0
SchemEx-2017-49,245785.0,24.43801,5.663747,187846.95,0,0
SchemEx-2017-50,237510.0,27.750511,5.8281126,189221.44,0,0
SchemEx-2017-51,267712.0,25.00161,5.6121206,209166.94,0,0
