Name, Name 2nd, JaccardVertex, JaccardEdge, GED, KLD
AC-2017-0,AC-2017-1,0.2136823,null,278174.0,0.0840636
AC-2017-1,AC-2017-2,0.23535168,null,351142.0,0.21112162
AC-2017-2,AC-2017-3,0.27912974,null,356124.0,0.1453008
AC-2017-3,AC-2017-4,0.20618099,null,228387.0,0.092859395
AC-2017-4,AC-2017-5,1.0,null,772538.0,0.0
AC-2017-5,AC-2017-6,1.0,null,769273.0,0.0
AC-2017-6,AC-2017-7,0.26073492,null,361898.0,0.30864868
AC-2017-7,AC-2017-8,0.15131968,null,163181.0,0.039564263
AC-2017-8,AC-2017-9,0.10483438,null,138564.0,0.50986135
AC-2017-9,AC-2017-10,0.1835171,null,238501.0,0.0826268
AC-2017-10,AC-2017-11,0.29229409,null,318291.0,0.23798564
AC-2017-11,AC-2017-12,0.2231713,null,256683.0,0.039187573
AC-2017-12,AC-2017-13,0.20617825,null,266939.0,0.039641537
AC-2017-13,AC-2017-14,0.26698452,null,353577.0,0.091051124
AC-2017-14,AC-2017-15,0.1630001,null,232524.0,0.04713917
AC-2017-15,AC-2017-16,0.07989538,null,150363.0,0.28874463
AC-2017-16,AC-2017-17,0.078724384,null,108204.0,0.08950205
AC-2017-17,AC-2017-18,0.062086284,null,93858.0,0.060853846
AC-2017-18,AC-2017-19,0.14391917,null,280795.0,0.07794111
AC-2017-19,AC-2017-20,0.1992222,null,254456.0,0.1665941
AC-2017-20,AC-2017-21,0.15827304,null,179861.0,0.1036905
AC-2017-21,AC-2017-22,0.05383873,null,63855.0,0.07943945
AC-2017-22,AC-2017-23,0.19385791,null,221407.0,0.10879995
AC-2017-23,AC-2017-24,0.22590202,null,248536.0,0.11379722
AC-2017-24,AC-2017-25,0.105346024,null,124838.0,0.03573727
AC-2017-25,AC-2017-26,0.30171555,null,539187.0,0.27992
AC-2017-26,AC-2017-27,0.30320144,null,528014.0,0.3739518
AC-2017-27,AC-2017-28,0.12133962,null,181117.0,0.02740158
AC-2017-28,AC-2017-29,0.5088562,null,508759.0,0.5622169
AC-2017-29,AC-2017-30,0.15731877,null,214378.0,0.08262691
AC-2017-30,AC-2017-31,0.4001789,null,640472.0,0.31847513
AC-2017-31,AC-2017-32,0.59478223,null,594515.0,0.82910454
AC-2017-32,AC-2017-33,0.5068728,null,547533.0,0.6136427
AC-2017-33,AC-2017-34,0.20954692,null,430364.0,0.1365166
AC-2017-34,AC-2017-35,0.14414823,null,163101.0,0.5713383
AC-2017-35,AC-2017-36,0.13258702,null,130820.0,0.09730972
AC-2017-36,AC-2017-37,0.14023578,null,133848.0,0.1139311
AC-2017-37,AC-2017-38,0.24384797,null,318385.0,0.07786128
AC-2017-38,AC-2017-39,0.145899,null,217628.0,0.08480963
AC-2017-39,AC-2017-40,0.122657835,null,214768.0,0.08097608
AC-2017-40,AC-2017-41,0.08325964,null,146800.0,0.017736182
AC-2017-41,AC-2017-42,0.18770719,null,290451.0,0.084487334
AC-2017-42,AC-2017-43,0.32158858,null,530660.0,0.30926684
AC-2017-43,AC-2017-44,0.21669936,null,309126.0,1.6031013
AC-2017-44,AC-2017-45,0.17102224,null,228097.0,0.26715502
AC-2017-45,AC-2017-46,0.1960929,null,426659.0,0.091938175
AC-2017-46,AC-2017-47,0.21061152,null,258368.0,1.4215567
AC-2017-47,AC-2017-48,0.1549803,null,187545.0,0.24235362
AC-2017-48,AC-2017-49,0.15121436,null,236402.0,0.13565925
AC-2017-49,AC-2017-50,0.15596473,null,235194.0,0.18007082
