Name, Number of EQC, Average Size of EQC, Average Number of Edges, TMH, Comp, Avg Degree
SchemEx-2019-0,200034.0,38.36983,6.870902,210326.8,0,0
SchemEx-2019-1,231241.0,31.191069,5.7264585,193664.6,0,0
SchemEx-2019-2,234467.0,31.014761,5.5573025,185095.45,0,0
SchemEx-2019-3,226167.0,28.571953,5.7810555,189169.3,0,0
SchemEx-2019-4,231246.0,30.551815,5.768394,194732.9,0,0
SchemEx-2019-5,223527.0,47.389263,6.289276,220051.3,0,0
SchemEx-2019-6,217427.0,48.019897,6.3028326,209375.39,0,0
SchemEx-2019-7,209938.0,30.40397,5.893326,184252.62,0,0
SchemEx-2019-8,248224.0,38.838722,5.658377,206250.08,0,0
SchemEx-2019-9,245227.0,41.89997,5.454159,186518.53,0,0
SchemEx-2019-10,252770.0,40.117073,5.7927327,217503.25,0,0
SchemEx-2019-11,251344.0,39.93132,5.701143,195859.52,0,0
SchemEx-2019-12,274179.0,39.09434,5.619989,204508.27,0,0
SchemEx-2019-13,221136.0,45.43103,6.22289,199139.72,0,0
SchemEx-2019-14,233002.0,47.899902,6.241616,212876.95,0,0
SchemEx-2019-15,238765.0,36.869617,6.0355787,200641.12,0,0
SchemEx-2019-16,227930.0,38.57677,5.8910675,188446.53,0,0
SchemEx-2019-17,224928.0,42.53033,6.2592473,221984.5,0,0
SchemEx-2019-18,221747.0,44.29052,6.1930804,204510.11,0,0
SchemEx-2019-19,218684.0,29.578304,6.2766643,208695.4,0,0
SchemEx-2019-20,225098.0,27.593035,6.1398234,208397.73,0,0
SchemEx-2019-21,213159.0,32.298195,6.3309407,185281.9,0,0
SchemEx-2019-22,223876.0,28.442192,6.0046005,198699.17,0,0
SchemEx-2019-23,209507.0,45.939716,6.7208304,205375.03,0,0
SchemEx-2019-24,216538.0,28.397972,6.444176,191845.58,0,0
SchemEx-2019-25,227557.0,31.311632,6.2308917,214467.69,0,0
SchemEx-2019-26,219339.0,24.37969,6.076639,197381.16,0,0
SchemEx-2019-27,208555.0,25.590021,6.142581,196851.45,0,0
SchemEx-2019-28,233119.0,21.71342,5.7085266,180889.66,0,0
SchemEx-2019-29,210024.0,24.466423,6.030782,179173.56,0,0
SchemEx-2019-30,231219.0,21.354616,5.6700187,177837.7,0,0
SchemEx-2019-31,224568.0,22.20115,5.5906587,163281.31,0,0
SchemEx-2019-32,232730.0,20.903343,5.562871,166921.83,0,0
SchemEx-2019-33,229552.0,21.461695,5.6048083,164709.72,0,0
SchemEx-2019-34,229021.0,21.273,5.6324964,161710.33,0,0
SchemEx-2019-35,225668.0,20.95789,5.5860643,159228.62,0,0
SchemEx-2019-36,227764.0,21.03014,5.566288,161720.1,0,0
SchemEx-2019-37,233387.0,24.445196,5.7103353,172132.56,0,0
SchemEx-2019-38,235377.0,25.538294,5.7208395,176559.25,0,0
SchemEx-2019-39,229343.0,24.696852,5.6953382,171205.73,0,0
SchemEx-2019-40,236016.0,24.405994,5.7439494,177075.25,0,0
SchemEx-2019-41,10135.0,189.21007,133.26196,178580.55,0,0
SchemEx-2019-42,236624.0,29.697039,5.7691483,178638.42,0,0
SchemEx-2019-43,240691.0,29.269337,5.818535,185349.17,0,0
SchemEx-2019-44,223045.0,31.195969,6.3557177,179409.72,0,0
SchemEx-2019-45,234901.0,27.380808,5.7954416,177058.33,0,0
SchemEx-2019-46,230566.0,28.089159,6.038063,184089.58,0,0
SchemEx-2019-47,219677.0,30.736673,6.158319,172415.61,0,0
SchemEx-2019-48,318416.0,22.985512,5.1493206,180983.5,0,0
SchemEx-2019-49,242954.0,28.238083,5.942244,212994.25,0,0
SchemEx-2019-50,243910.0,29.092867,5.9466076,207265.66,0,0
