Name, Name 2nd, JaccardVertex, JaccardEdge, GED, KLD
AC-2020-0,AC-2020-1,0.22884923,null,293278.0,0.22613016
AC-2020-1,AC-2020-2,0.26993293,null,403092.0,0.12298468
AC-2020-2,AC-2020-3,0.39113045,null,613692.0,0.6030024
AC-2020-3,AC-2020-4,0.43239945,null,818318.0,0.42993194
AC-2020-4,AC-2020-5,0.22652197,null,403839.0,0.15276456
AC-2020-5,AC-2020-6,0.18970674,null,407388.0,0.037825268
AC-2020-6,AC-2020-7,0.15744227,null,197046.0,0.04823452
AC-2020-7,AC-2020-8,0.14978576,null,257545.0,0.5389778
AC-2020-8,AC-2020-9,0.20285445,null,373587.0,0.8176533
AC-2020-9,AC-2020-10,0.17620105,null,220040.0,0.10242348
AC-2020-10,AC-2020-11,0.18182534,null,271381.0,0.06865004
AC-2020-11,AC-2020-12,0.20418847,null,384338.0,0.044904795
AC-2020-12,AC-2020-13,0.22972065,null,495414.0,0.084366955
AC-2020-13,AC-2020-14,0.15255791,null,227741.0,0.20722899
AC-2020-14,AC-2020-15,0.18579417,null,219726.0,0.03468265
AC-2020-15,AC-2020-16,0.2348516,null,264782.0,0.1024901
AC-2020-16,AC-2020-17,0.31100172,null,431155.0,0.34378046
AC-2020-17,AC-2020-18,0.16890538,null,297458.0,0.031873688
AC-2020-18,AC-2020-19,0.3499146,null,388698.0,0.17464013
AC-2020-19,AC-2020-20,0.24630803,null,310629.0,0.055730984
AC-2020-20,AC-2020-21,0.22692591,null,346088.0,0.60731155
AC-2020-21,AC-2020-22,0.24992615,null,424707.0,0.70069265
AC-2020-22,AC-2020-23,0.24626732,null,364547.0,0.060479455
AC-2020-23,AC-2020-24,0.3827293,null,539660.0,1.3496614
AC-2020-24,AC-2020-25,0.2926756,null,370607.0,1.199919
AC-2020-25,AC-2020-26,0.2162767,null,308195.0,0.115932256
AC-2020-26,AC-2020-27,0.2782622,null,530819.0,0.13661973
AC-2020-27,AC-2020-28,0.25379008,null,482013.0,0.10178602
AC-2020-28,AC-2020-29,0.366471,null,648810.0,0.1424496
AC-2020-29,AC-2020-30,0.21864837,null,294660.0,0.051392686
AC-2020-30,AC-2020-31,0.28646618,null,405818.0,0.18337132
AC-2020-31,AC-2020-32,0.3459955,null,566125.0,0.2423143
AC-2020-32,AC-2020-33,0.34703743,null,562784.0,0.17022401
AC-2020-33,AC-2020-34,0.33092177,null,521598.0,0.091760024
AC-2020-34,AC-2020-35,0.34083927,null,497192.0,0.16067575
AC-2020-35,AC-2020-36,0.3068297,null,441338.0,0.13986993
AC-2020-36,AC-2020-37,0.21589726,null,410870.0,0.07893927
AC-2020-37,AC-2020-38,0.22022665,null,327702.0,0.08394657
AC-2020-38,AC-2020-39,0.2886259,null,388125.0,0.07684566
AC-2020-39,AC-2020-40,0.38091928,null,493153.0,0.21311015
AC-2020-40,AC-2020-41,0.37832433,null,616010.0,0.5467377
AC-2020-41,AC-2020-42,0.28402156,null,488425.0,0.087615535
AC-2020-42,AC-2020-43,0.2950256,null,431972.0,0.21846482
AC-2020-43,AC-2020-44,0.32044697,null,512117.0,0.22393057
AC-2020-44,AC-2020-45,0.2434023,null,330604.0,0.062555775
AC-2020-45,AC-2020-46,0.23461765,null,429840.0,0.04642895
AC-2020-46,AC-2020-47,0.28375864,null,354426.0,0.20476222
AC-2020-47,AC-2020-48,0.3935184,null,466785.0,0.33234775
AC-2020-48,AC-2020-49,0.35859758,null,443475.0,0.3210698
AC-2020-49,AC-2020-50,0.2453062,null,364926.0,0.0542236
