SchemEx-2014-1,SchemEx-2014-0,null,null,null,5839
SchemEx-2014-2,SchemEx-2014-1,null,null,null,5988
SchemEx-2014-3,SchemEx-2014-2,null,null,null,5651
SchemEx-2014-4,SchemEx-2014-3,null,null,null,3177
SchemEx-2014-5,SchemEx-2014-4,null,null,null,2627
SchemEx-2014-6,SchemEx-2014-5,null,null,null,4971
SchemEx-2014-7,SchemEx-2014-6,null,null,null,6009
SchemEx-2014-8,SchemEx-2014-7,null,null,null,5997
SchemEx-2014-9,SchemEx-2014-8,null,null,null,4844
SchemEx-2014-10,SchemEx-2014-9,null,null,null,5414
SchemEx-2014-11,SchemEx-2014-10,null,null,null,2764
SchemEx-2014-12,SchemEx-2014-11,null,null,null,1442
SchemEx-2014-13,SchemEx-2014-12,null,null,null,3629
SchemEx-2014-14,SchemEx-2014-13,null,null,null,2899
SchemEx-2014-15,SchemEx-2014-14,null,null,null,2585
SchemEx-2014-16,SchemEx-2014-15,null,null,null,7067
SchemEx-2014-17,SchemEx-2014-16,null,null,null,7313
SchemEx-2014-18,SchemEx-2014-17,null,null,null,6025
SchemEx-2014-19,SchemEx-2014-18,null,null,null,6568
SchemEx-2014-20,SchemEx-2014-19,null,null,null,8868
SchemEx-2014-21,SchemEx-2014-20,null,null,null,8909
null,SchemEx-2014-21,null,null,null,0
SchemEx-2014-23,null,null,null,null,1
SchemEx-2014-24,SchemEx-2014-23,null,null,null,2575
SchemEx-2014-25,SchemEx-2014-24,null,null,null,990
SchemEx-2014-26,SchemEx-2014-25,null,null,null,967
SchemEx-2014-27,SchemEx-2014-26,null,null,null,986
SchemEx-2014-28,SchemEx-2014-27,null,null,null,2535
SchemEx-2014-29,SchemEx-2014-28,null,null,null,5755
SchemEx-2014-30,SchemEx-2014-29,null,null,null,4262
SchemEx-2014-31,SchemEx-2014-30,null,null,null,4441
SchemEx-2014-32,SchemEx-2014-31,null,null,null,2784
SchemEx-2014-33,SchemEx-2014-32,null,null,null,1353
SchemEx-2014-34,SchemEx-2014-33,null,null,null,2779
SchemEx-2014-35,SchemEx-2014-34,null,null,null,5928
SchemEx-2014-36,SchemEx-2014-35,null,null,null,5623
SchemEx-2014-37,SchemEx-2014-36,null,null,null,5633
SchemEx-2014-38,SchemEx-2014-37,null,null,null,6211
SchemEx-2014-39,SchemEx-2014-38,null,null,null,4333
SchemEx-2014-40,SchemEx-2014-39,null,null,null,4211
SchemEx-2014-41,SchemEx-2014-40,null,null,null,3101
SchemEx-2014-42,SchemEx-2014-41,null,null,null,2979
SchemEx-2014-43,SchemEx-2014-42,null,null,null,6196
SchemEx-2014-44,SchemEx-2014-43,null,null,null,923
SchemEx-2014-45,SchemEx-2014-44,null,null,null,854
SchemEx-2014-46,SchemEx-2014-45,null,null,null,5476
SchemEx-2014-47,SchemEx-2014-46,null,null,null,5490
SchemEx-2014-48,SchemEx-2014-47,null,null,null,5585
SchemEx-2014-49,SchemEx-2014-48,null,null,null,6118
SchemEx-2014-50,SchemEx-2014-49,null,null,null,6129
SchemEx-2014-51,SchemEx-2014-50,null,null,null,5081
SchemEx-2014-52,SchemEx-2014-51,null,null,null,4565
