Name, Name 2nd, JaccardVertex, JaccardEdge, GED, KLD
AC-2019-0,AC-2019-1,0.35740566,null,487601.0,0.7623699
AC-2019-1,AC-2019-2,0.21224648,null,332816.0,0.052239094
AC-2019-2,AC-2019-3,0.24979568,null,386491.0,0.863538
AC-2019-3,AC-2019-4,0.22681886,null,290839.0,1.1481822
AC-2019-4,AC-2019-5,0.29209185,null,366828.0,0.08041384
AC-2019-5,AC-2019-6,0.2836852,null,425981.0,0.48833382
AC-2019-6,AC-2019-7,0.25821573,null,391137.0,0.18581542
AC-2019-7,AC-2019-8,0.26743776,null,383056.0,0.3457753
AC-2019-8,AC-2019-9,0.2611155,null,493589.0,0.5414493
AC-2019-9,AC-2019-10,0.30214876,null,445018.0,0.6244799
AC-2019-10,AC-2019-11,0.19079202,null,275388.0,0.22728145
AC-2019-11,AC-2019-12,0.23295641,null,393111.0,0.35127008
AC-2019-12,AC-2019-13,0.27317625,null,291782.0,0.7176769
AC-2019-13,AC-2019-14,0.2468676,null,272221.0,0.36311063
AC-2019-14,AC-2019-15,0.37529188,null,489230.0,1.2431257
AC-2019-15,AC-2019-16,0.28184718,null,421131.0,1.1947911
AC-2019-16,AC-2019-17,0.24488181,null,444098.0,1.9512556
AC-2019-17,AC-2019-18,0.293252,null,444419.0,0.55352056
AC-2019-18,AC-2019-19,0.24511176,null,313200.0,0.08701436
AC-2019-19,AC-2019-20,0.25580263,null,336711.0,0.17305379
AC-2019-20,AC-2019-21,0.38334584,null,545802.0,0.19441055
AC-2019-21,AC-2019-22,0.32624155,null,598702.0,0.24206617
AC-2019-22,AC-2019-23,0.29591262,null,545015.0,0.09527506
AC-2019-23,AC-2019-24,0.36527485,null,573043.0,0.05529046
AC-2019-24,AC-2019-25,0.3651036,null,561575.0,0.19880751
AC-2019-25,AC-2019-26,0.26759064,null,451429.0,0.07575008
AC-2019-26,AC-2019-27,0.34920335,null,391152.0,0.35328126
AC-2019-27,AC-2019-28,0.23533851,null,230600.0,0.6198636
AC-2019-28,AC-2019-29,0.15226465,null,172325.0,0.13270223
AC-2019-29,AC-2019-30,0.13238645,null,157207.0,0.118102394
AC-2019-30,AC-2019-31,0.19281405,null,323558.0,0.109428346
AC-2019-31,AC-2019-32,0.21016479,null,225124.0,0.097045645
AC-2019-32,AC-2019-33,0.108813524,null,233411.0,0.044925965
AC-2019-33,AC-2019-34,0.08341098,null,186961.0,0.02794426
AC-2019-34,AC-2019-35,0.18943721,null,291668.0,0.05453048
AC-2019-35,AC-2019-36,0.101858735,null,153788.0,0.053905964
AC-2019-36,AC-2019-37,0.16607428,null,203992.0,0.12698957
AC-2019-37,AC-2019-38,0.18555665,null,238338.0,0.29434675
AC-2019-38,AC-2019-39,0.15364236,null,212242.0,0.095597446
AC-2019-39,AC-2019-40,0.15477848,null,182815.0,0.08656173
AC-2019-40,AC-2019-41,0.1992737,null,239708.0,0.25371775
AC-2019-41,AC-2019-42,0.15382707,null,159842.0,0.091691226
AC-2019-42,AC-2019-43,0.15112507,null,319889.0,0.12085853
AC-2019-43,AC-2019-44,0.17604768,null,266731.0,0.1751664
AC-2019-44,AC-2019-45,0.20919192,null,310721.0,0.07177573
AC-2019-45,AC-2019-46,0.23442376,null,219534.0,1.1846598
AC-2019-46,AC-2019-47,0.27452415,null,347881.0,1.0382582
AC-2019-47,AC-2019-48,0.4050964,null,477739.0,0.5361024
AC-2019-48,AC-2019-49,0.32577854,null,369724.0,0.49715966
AC-2019-49,AC-2019-50,0.16526645,null,318092.0,0.1622203
AC-2019-0,AC-2019-1,0.35740566,null,487601.0,0.7623699
AC-2019-1,AC-2019-2,0.21224648,null,332816.0,0.052239094
AC-2019-2,AC-2019-3,0.24979568,null,386491.0,0.863538
AC-2019-3,AC-2019-4,0.22681886,null,290839.0,1.1481822
AC-2019-4,AC-2019-5,0.29209185,null,366828.0,0.08041384
AC-2019-5,AC-2019-6,0.2836852,null,425981.0,0.48833382
AC-2019-6,AC-2019-7,0.25821573,null,391137.0,0.18581542
AC-2019-7,AC-2019-8,0.26743776,null,383056.0,0.3457753
AC-2019-8,AC-2019-9,0.2611155,null,493589.0,0.5414493
AC-2019-9,AC-2019-10,0.30214876,null,445018.0,0.6244799
AC-2019-10,AC-2019-11,0.19079202,null,275388.0,0.22728145
AC-2019-11,AC-2019-12,0.23295641,null,393111.0,0.35127008
AC-2019-12,AC-2019-13,0.27317625,null,291782.0,0.7176769
AC-2019-13,AC-2019-14,0.2468676,null,272221.0,0.36311063
AC-2019-14,AC-2019-15,0.37529188,null,489230.0,1.2431257
AC-2019-15,AC-2019-16,0.28184718,null,421131.0,1.1947911
AC-2019-16,AC-2019-17,0.24488181,null,444098.0,1.9512556
AC-2019-17,AC-2019-18,0.293252,null,444419.0,0.55352056
AC-2019-18,AC-2019-19,0.24511176,null,313200.0,0.08701436
AC-2019-19,AC-2019-20,0.25580263,null,336711.0,0.17305379
AC-2019-20,AC-2019-21,0.38334584,null,545802.0,0.19441055
AC-2019-21,AC-2019-22,0.32624155,null,598702.0,0.24206617
AC-2019-22,AC-2019-23,0.29591262,null,545015.0,0.09527506
AC-2019-23,AC-2019-24,0.36527485,null,573043.0,0.05529046
AC-2019-24,AC-2019-25,0.3651036,null,561575.0,0.19880751
AC-2019-25,AC-2019-26,0.26759064,null,451429.0,0.07575008
AC-2019-26,AC-2019-27,0.34920335,null,391152.0,0.35328126
AC-2019-27,AC-2019-28,0.23533851,null,230600.0,0.6198636
AC-2019-28,AC-2019-29,0.15226465,null,172325.0,0.13270223
AC-2019-29,AC-2019-30,0.13238645,null,157207.0,0.118102394
AC-2019-30,AC-2019-31,0.19281405,null,323558.0,0.109428346
AC-2019-31,AC-2019-32,0.21016479,null,225124.0,0.097045645
AC-2019-32,AC-2019-33,0.108813524,null,233411.0,0.044925965
AC-2019-33,AC-2019-34,0.08341098,null,186961.0,0.02794426
AC-2019-34,AC-2019-35,0.18943721,null,291668.0,0.05453048
AC-2019-35,AC-2019-36,0.101858735,null,153788.0,0.053905964
AC-2019-36,AC-2019-37,0.16607428,null,203992.0,0.12698957
AC-2019-37,AC-2019-38,0.18555665,null,238338.0,0.29434675
AC-2019-38,AC-2019-39,0.15364236,null,212242.0,0.095597446
AC-2019-39,AC-2019-40,0.15477848,null,182815.0,0.08656173
AC-2019-40,AC-2019-41,0.1992737,null,239708.0,0.25371775
AC-2019-41,AC-2019-42,0.15382707,null,159842.0,0.091691226
AC-2019-42,AC-2019-43,0.15112507,null,319889.0,0.12085853
AC-2019-43,AC-2019-44,0.17604768,null,266731.0,0.1751664
AC-2019-44,AC-2019-45,0.20919192,null,310721.0,0.07177573
AC-2019-45,AC-2019-46,0.23442376,null,219534.0,1.1846598
AC-2019-46,AC-2019-47,0.27452415,null,347881.0,1.0382582
AC-2019-47,AC-2019-48,0.4050964,null,477739.0,0.5361024
AC-2019-48,AC-2019-49,0.32577854,null,369724.0,0.49715966
AC-2019-49,AC-2019-50,0.16526645,null,318092.0,0.1622203
